id,ACTION
1874,0.940533
1875,0.959815
1876,0.948663
1877,0.939713
1878,0.958767
1879,0.894532
1880,0.936145
1881,0.831833
1882,0.959527
1883,0.952553
1884,0.907194
1885,0.962929
1886,0.948953
1887,0.767091
1888,0.939260
1889,0.968785
1890,0.937892
1891,0.967905
1892,0.962055
1893,0.926699
1894,0.949632
1895,0.746703
1896,0.970242
1897,0.940065
1898,0.967467
1899,0.962468
1900,0.976848
1901,0.939675
1902,0.956542
1903,0.970208
1904,0.953368
1905,0.903090
1906,0.881707
1907,0.975998
1908,0.979597
1909,0.963964
1910,0.957388
1911,0.948254
1912,0.961385
1913,0.889772
1914,0.932748
1915,0.954839
1916,0.867218
1917,0.947443
1918,0.957268
1919,0.912106
1920,0.915799
1921,0.970626
1922,0.968562
1923,0.939069
1924,0.685398
1925,0.949483
1926,0.965400
1927,0.958502
1928,0.935671
1929,0.822083
1930,0.908831
1931,0.946705
1932,0.931842
1933,0.987366
1934,0.910175
1935,0.953754
1936,0.924507
1937,0.881791
1938,0.923203
1939,0.937613
1940,0.915934
1941,0.952821
1942,0.974322
1943,0.961080
1944,0.950126
1945,0.966938
1946,0.902471
1947,0.662002
1948,0.946029
1949,0.964918
1950,0.910392
1951,0.954484
1952,0.568504
1953,0.951427
1954,0.895471
1955,0.907528
1956,0.928182
1957,0.944822
1958,0.936612
1959,0.953344
1960,0.783236
1961,0.937775
1962,0.849827
1963,0.783264
1964,0.957022
1965,0.340064
1966,0.963920
1967,0.955789
1968,0.965359
1969,0.973276
1970,0.939479
1971,0.957751
1972,0.900947
1973,0.856290
1974,0.961635
1975,0.938544
1976,0.913627
1977,0.881754
1978,0.966042
1979,0.963582
1980,0.944637
1981,0.594279
1982,0.989179
1983,0.939264
1984,0.960533
1985,0.958679
1986,0.882810
1987,0.799699
1988,0.903698
1989,0.925312
1990,0.968638
1991,0.958192
1992,0.954257
1993,0.926170
1994,0.389395
1995,0.968669
1996,0.787640
1997,0.956993
1998,0.952286
1999,0.947399
2000,0.935406
2001,0.924885
2002,0.960938
2003,0.952694
2004,0.954783
2005,0.986749
2006,0.950041
2007,0.890266
2008,0.957367
2009,0.938841
2010,0.953360
2011,0.810056
2012,0.944903
2013,0.960010
2014,0.955203
2015,0.959449
2016,0.952648
2017,0.985022
2018,0.967470
2019,0.986900
2020,0.943671
2021,0.914542
2022,0.960524
2023,0.707490
2024,0.796486
2025,0.949353
2026,0.927786
2027,0.967384
2028,0.949213
2029,0.941324
2030,0.897299
2031,0.540325
2032,0.808550
2033,0.835842
2034,0.927636
2035,0.974539
2036,0.944148
2037,0.892108
2038,0.959220
2039,0.914438
2040,0.940532
2041,0.963551
2042,0.917684
2043,0.899938
2044,0.931153
2045,0.941375
2046,0.742845
2047,0.959816
2048,0.933424
2049,0.885635
2050,0.931656
2051,0.976564
2052,0.952629
2053,0.965597
2054,0.962242
2055,0.957630
2056,0.941310
2057,0.946791
2058,0.971596
2059,0.954507
2060,0.615007
2061,0.909056
2062,0.956017
2063,0.955106
2064,0.957458
2065,0.930497
2066,0.948698
2067,0.962562
2068,0.965938
2069,0.937744
2070,0.938219
2071,0.964858
2072,0.943406
2073,0.920477
2074,0.950294
2075,0.925803
2076,0.931372
2077,0.907249
2078,0.934777
2079,0.967208
2080,0.952262
2081,0.946605
2082,0.956948
2083,0.965453
2084,0.927321
2085,0.954901
2086,0.952354
2087,0.948943
2088,0.916242
2089,0.962653
2090,0.911041
2091,0.976538
2092,0.934051
2093,0.945753
2094,0.965707
2095,0.942475
2096,0.924484
2097,0.869209
2098,0.930876
2099,0.934972
2100,0.977859
2101,0.932534
2102,0.980326
2103,0.927190
2104,0.936860
2105,0.587585
2106,0.541641
2107,0.927299
2108,0.349863
2109,0.961514
2110,0.962651
2111,0.925876
2112,0.922777
2113,0.950645
2114,0.958848
2115,0.968227
2116,0.975389
2117,0.838942
2118,0.943007
2119,0.942900
2120,0.966242
2121,0.923043
2122,0.886195
2123,0.956065
2124,0.969838
2125,0.922284
2126,0.894450
2127,0.949486
2128,0.953759
2129,0.958179
2130,0.905289
2131,0.512083
2132,0.965360
2133,0.954345
2134,0.935355
2135,0.873933
2136,0.940265
2137,0.806906
2138,0.946989
2139,0.962786
2140,0.863242
2141,0.943582
2142,0.959632
2143,0.989168
2144,0.955422
2145,0.929142
2146,0.943691
2147,0.975694
2148,0.954818
2149,0.946682
2150,0.946755
2151,0.933942
2152,0.946117
2153,0.800648
2154,0.930761
2155,0.907060
2156,0.945150
2157,0.946025
2158,0.696347
2159,0.967448
2160,0.958401
2161,0.915096
2162,0.901376
2163,0.968946
2164,0.944356
2165,0.982806
2166,0.780257
2167,0.448579
2168,0.945354
2169,0.929284
2170,0.854699
2171,0.926231
2172,0.945342
2173,0.950754
2174,0.928945
2175,0.985220
2176,0.908483
2177,0.963917
2178,0.963967
2179,0.948851
2180,0.299869
2181,0.960488
2182,0.924084
2183,0.859133
2184,0.937495
2185,0.922421
2186,0.959550
2187,0.951193
2188,0.892970
2189,0.956470
2190,0.988790
2191,0.946469
2192,0.965741
2193,0.313216
2194,0.964159
2195,0.947034
2196,0.840174
2197,0.938679
2198,0.955961
2199,0.932896
2200,0.950264
2201,0.628040
2202,0.948128
2203,0.955054
2204,0.958674
2205,0.951640
2206,0.370466
2207,0.581968
2208,0.941869
2209,0.940010
2210,0.917553
2211,0.973201
2212,0.947810
2213,0.966053
2214,0.929473
2215,0.932077
2216,0.943412
2217,0.950482
2218,0.968177
2219,0.965934
2220,0.936206
2221,0.991552
2222,0.925511
2223,0.972074
2224,0.947211
2225,0.959823
2226,0.933684
2227,0.866001
2228,0.754020
2229,0.973401
2230,0.963489
2231,0.952611
2232,0.857743
2233,0.925703
2234,0.902547
2235,0.939817
2236,0.908744
2237,0.975064
2238,0.908648
2239,0.952460
2240,0.970628
2241,0.933824
2242,0.950280
2243,0.575300
2244,0.955020
2245,0.967804
2246,0.966848
2247,0.854894
2248,0.929947
2249,0.899385
2250,0.972551
2251,0.948107
2252,0.950862
2253,0.885665
2254,0.947563
2255,0.606730
2256,0.990043
2257,0.903945
2258,0.936083
2259,0.964624
2260,0.863153
2261,0.909430
2262,0.924099
2263,0.919973
2264,0.894748
2265,0.957813
2266,0.946070
2267,0.955678
2268,0.951358
2269,0.957801
2270,0.946781
2271,0.440479
2272,0.958543
2273,0.976003
2274,0.972182
2275,0.933690
2276,0.962877
2277,0.947727
2278,0.949782
2279,0.970212
2280,0.966617
2281,0.946741
2282,0.956024
2283,0.930027
2284,0.785100
2285,0.910600
2286,0.907325
2287,0.957944
2288,0.946878
2289,0.958081
2290,0.964988
2291,0.943665
2292,0.956237
2293,0.959652
2294,0.939612
2295,0.966518
2296,0.865420
2297,0.932968
2298,0.680008
2299,0.875897
2300,0.954038
2301,0.913381
2302,0.966843
2303,0.945196
2304,0.970361
2305,0.955210
2306,0.960140
2307,0.961283
2308,0.948341
2309,0.961479
2310,0.934193
2311,0.766721
2312,0.952581
2313,0.934388
2314,0.957482
2315,0.940269
2316,0.910031
2317,0.827921
2318,0.950217
2319,0.938842
2320,0.323320
2321,0.957436
2322,0.962676
2323,0.961995
2324,0.961580
2325,0.955548
2326,0.939225
2327,0.966312
2328,0.926394
2329,0.958634
2330,0.950282
2331,0.924299
2332,0.936575
2333,0.942380
2334,0.927924
2335,0.187871
2336,0.976071
2337,0.963018
2338,0.959166
2339,0.957644
2340,0.930778
2341,0.934019
2342,0.989848
2343,0.961967
2344,0.952502
2345,0.984781
2346,0.985775
2347,0.953786
2348,0.926620
2349,0.931961
2350,0.567707
2351,0.729747
2352,0.946138
2353,0.505238
2354,0.906939
2355,0.972787
2356,0.901486
2357,0.936005
2358,0.984586
2359,0.990760
2360,0.938381
2361,0.977899
2362,0.959420
2363,0.964377
2364,0.945860
2365,0.922439
2366,0.961833
2367,0.913104
2368,0.960718
2369,0.937373
2370,0.862361
2371,0.914650
2372,0.890435
2373,0.975517
2374,0.743924
2375,0.947720
2376,0.940093
2377,0.479664
2378,0.939979
2379,0.990326
2380,0.953711
2381,0.945034
2382,0.953121
2383,0.952979
2384,0.948005
2385,0.935006
2386,0.941197
2387,0.958166
2388,0.956196
2389,0.968435
2390,0.969702
2391,0.948962
2392,0.948899
2393,0.961655
2394,0.671859
2395,0.936535
2396,0.983780
2397,0.889286
2398,0.954309
2399,0.951059
2400,0.396722
2401,0.954041
2402,0.953461
2403,0.966655
2404,0.945202
2405,0.971391
2406,0.953485
2407,0.940660
2408,0.931304
2409,0.956327
2410,0.952349
2411,0.915463
2412,0.924076
2413,0.977611
2414,0.934047
2415,0.946364
2416,0.898379
2417,0.962855
2418,0.946090
2419,0.932583
2420,0.957823
2421,0.945881
2422,0.953875
2423,0.929289
2424,0.950402
2425,0.942316
2426,0.878515
2427,0.979253
2428,0.987993
2429,0.944332
2430,0.964356
2431,0.963960
2432,0.965478
2433,0.966006
2434,0.949177
2435,0.948168
2436,0.903352
2437,0.954380
2438,0.969338
2439,0.567083
2440,0.903347
2441,0.922390
2442,0.988571
2443,0.934985
2444,0.958831
2445,0.971796
2446,0.924826
2447,0.966313
2448,0.912424
2449,0.954385
2450,0.927728
2451,0.958982
2452,0.929021
2453,0.617751
2454,0.923783
2455,0.885130
2456,0.923315
2457,0.927342
2458,0.949148
2459,0.952508
2460,0.956889
2461,0.990061
2462,0.962280
2463,0.231378
2464,0.963406
2465,0.957391
2466,0.965714
2467,0.931550
2468,0.904407
2469,0.914519
2470,0.728896
2471,0.872053
2472,0.956543
2473,0.938957
2474,0.892454
2475,0.883529
2476,0.963613
2477,0.933907
2478,0.940106
2479,0.888092
2480,0.953123
2481,0.951616
2482,0.963862
2483,0.959965
2484,0.935506
2485,0.925388
2486,0.914204
2487,0.962450
2488,0.948550
2489,0.955134
2490,0.881135
2491,0.857794
2492,0.961390
2493,0.614717
2494,0.899194
2495,0.926651
2496,0.960788
2497,0.949172
2498,0.967866
2499,0.962405
2500,0.961350
2501,0.947551
2502,0.920175
2503,0.951737
2504,0.956298
2505,0.925292
2506,0.958746
2507,0.458313
2508,0.961515
2509,0.957052
2510,0.932935
2511,0.919056
2512,0.897348
2513,0.942177
2514,0.807710
2515,0.971201
2516,0.949274
2517,0.921011
2518,0.954629
2519,0.977514
2520,0.957712
2521,0.988975
2522,0.925421
2523,0.930257
2524,0.430139
2525,0.931289
2526,0.932968
2527,0.937865
2528,0.952619
2529,0.717218
2530,0.847967
2531,0.941599
2532,0.941065
2533,0.918314
2534,0.931134
2535,0.945639
2536,0.971580
2537,0.943260
2538,0.889183
2539,0.951104
2540,0.945127
2541,0.946848
2542,0.916397
2543,0.957874
2544,0.983922
2545,0.377700
2546,0.962959
2547,0.947942
2548,0.945614
2549,0.958505
2550,0.944291
2551,0.952045
2552,0.947090
2553,0.980276
2554,0.745996
2555,0.914339
2556,0.947464
2557,0.937671
2558,0.947254
2559,0.956438
2560,0.908201
2561,0.941310
2562,0.946272
2563,0.917336
2564,0.934485
2565,0.949318
2566,0.747095
2567,0.961026
2568,0.958597
2569,0.868789
2570,0.326050
2571,0.962674
2572,0.964108
2573,0.914117
2574,0.925611
2575,0.970597
2576,0.949056
2577,0.972079
2578,0.950912
2579,0.930123
2580,0.919939
2581,0.936314
2582,0.921958
2583,0.974146
2584,0.922288
2585,0.943440
2586,0.756755
2587,0.713533
2588,0.936537
2589,0.964290
2590,0.934845
2591,0.946075
2592,0.947007
2593,0.925158
2594,0.904254
2595,0.879200
2596,0.382202
2597,0.928642
2598,0.902369
2599,0.906668
2600,0.966647
2601,0.911818
2602,0.943458
2603,0.941941
2604,0.981755
2605,0.973162
2606,0.946022
2607,0.952610
2608,0.829648
2609,0.889757
2610,0.946000
2611,0.952327
2612,0.940787
2613,0.934051
2614,0.953881
2615,0.931274
2616,0.968484
2617,0.935930
2618,0.954810
2619,0.959864
2620,0.933780
2621,0.950051
2622,0.938049
2623,0.967123
2624,0.953434
2625,0.948442
2626,0.916013
2627,0.972325
2628,0.954513
2629,0.929571
2630,0.935881
2631,0.939047
2632,0.915639
2633,0.946247
2634,0.962807
2635,0.965677
2636,0.955345
2637,0.949229
2638,0.936901
2639,0.973044
2640,0.894452
2641,0.942794
2642,0.959409
2643,0.944691
2644,0.962624
2645,0.960746
2646,0.955423
2647,0.960328
2648,0.817269
2649,0.966164
2650,0.938873
2651,0.953985
2652,0.984125
2653,0.952416
2654,0.841751
2655,0.913480
2656,0.950665
2657,0.957375
2658,0.949913
2659,0.945010
2660,0.958222
2661,0.963133
2662,0.936290
2663,0.922087
2664,0.962953
2665,0.934512
2666,0.979033
2667,0.967191
2668,0.492323
2669,0.854172
2670,0.972210
2671,0.947005
2672,0.937098
2673,0.898191
2674,0.947738
2675,0.942786
2676,0.874802
2677,0.922063
2678,0.951688
2679,0.961410
2680,0.544737
2681,0.969733
2682,0.905847
2683,0.954703
2684,0.844898
2685,0.868825
2686,0.931945
2687,0.936482
2688,0.939800
2689,0.951611
2690,0.963677
2691,0.956181
2692,0.952502
2693,0.945556
2694,0.661640
2695,0.947184
2696,0.952999
2697,0.941196
2698,0.878459
2699,0.973700
2700,0.921982
2701,0.944330
2702,0.922754
2703,0.881495
2704,0.949745
2705,0.745727
2706,0.940440
2707,0.921904
2708,0.933187
2709,0.948723
2710,0.904530
2711,0.948921
2712,0.955940
2713,0.963427
2714,0.944734
2715,0.951867
2716,0.969572
2717,0.934819
2718,0.950310
2719,0.943242
2720,0.931895
2721,0.945077
2722,0.976515
2723,0.947799
2724,0.936993
2725,0.956829
2726,0.968301
2727,0.924101
2728,0.931951
2729,0.973175
2730,0.916619
2731,0.950746
2732,0.944768
2733,0.929242
2734,0.393663
2735,0.943683
2736,0.964913
2737,0.953188
2738,0.942689
2739,0.899134
2740,0.893615
2741,0.966906
2742,0.927440
2743,0.979442
2744,0.942947
2745,0.575077
2746,0.943979
2747,0.943076
2748,0.925580
2749,0.901603
2750,0.971695
2751,0.944110
2752,0.944148
2753,0.913677
2754,0.932458
2755,0.954150
2756,0.886168
2757,0.913306
2758,0.950786
2759,0.946256
2760,0.938379
2761,0.762445
2762,0.895584
2763,0.929117
2764,0.959857
2765,0.915219
2766,0.931749
2767,0.968567
2768,0.949616
2769,0.989999
2770,0.827267
2771,0.926149
2772,0.951988
2773,0.976619
2774,0.964140
2775,0.956750
2776,0.766070
2777,0.940268
2778,0.975017
2779,0.926548
2780,0.957095
2781,0.776578
2782,0.954406
2783,0.954356
2784,0.946981
2785,0.928520
2786,0.974102
2787,0.944571
2788,0.952457
2789,0.822597
2790,0.958870
2791,0.939969
2792,0.936673
2793,0.967558
2794,0.962810
2795,0.927396
2796,0.947338
2797,0.955979
2798,0.944094
2799,0.953959
2800,0.951697
2801,0.972917
2802,0.825237
2803,0.950394
2804,0.965871
2805,0.669492
2806,0.905168
2807,0.968946
2808,0.970840
2809,0.981733
2810,0.945499
2811,0.921574
2812,0.965310
2813,0.809386
2814,0.959357
2815,0.964914
2816,0.938154
2817,0.489137
2818,0.939680
2819,0.966218
2820,0.871650
2821,0.954354
2822,0.970326
2823,0.982944
2824,0.961841
2825,0.932640
2826,0.962339
2827,0.966552
2828,0.711815
2829,0.960672
2830,0.945607
2831,0.989500
2832,0.965077
2833,0.911703
2834,0.906253
2835,0.976337
2836,0.959539
2837,0.939717
2838,0.944235
2839,0.947825
2840,0.968258
2841,0.651847
2842,0.969239
2843,0.944879
2844,0.938650
2845,0.939416
2846,0.915721
2847,0.968795
2848,0.938223
2849,0.974006
2850,0.940213
2851,0.939287
2852,0.887722
2853,0.954861
2854,0.944572
2855,0.952025
2856,0.947099
2857,0.931041
2858,0.968885
2859,0.904116
2860,0.949818
2861,0.961443
2862,0.884357
2863,0.972731
2864,0.965216
2865,0.951924
2866,0.944379
2867,0.813502
2868,0.938932
2869,0.403590
2870,0.976223
2871,0.937324
2872,0.940158
2873,0.951762
2874,0.942718
2875,0.877826
2876,0.920582
2877,0.939065
2878,0.902924
2879,0.425981
2880,0.918471
2881,0.953368
2882,0.956763
2883,0.958886
2884,0.519244
2885,0.950008
2886,0.941181
2887,0.979755
2888,0.968320
2889,0.931630
2890,0.944866
2891,0.967845
2892,0.941092
2893,0.979122
2894,0.943523
2895,0.328523
2896,0.938743
2897,0.971436
2898,0.943921
2899,0.950177
2900,0.934493
2901,0.963737
2902,0.953096
2903,0.972373
2904,0.955764
2905,0.932084
2906,0.934017
2907,0.931849
2908,0.974430
2909,0.941169
2910,0.950591
2911,0.962018
2912,0.921079
2913,0.913799
2914,0.966636
2915,0.922613
2916,0.955767
2917,0.936728
2918,0.952368
2919,0.950559
2920,0.895525
2921,0.940218
2922,0.899882
2923,0.981663
2924,0.972567
2925,0.963104
2926,0.931622
2927,0.899503
2928,0.940980
2929,0.938551
2930,0.977108
2931,0.974583
2932,0.985194
2933,0.949300
2934,0.966079
2935,0.917305
2936,0.945844
2937,0.975551
2938,0.939797
2939,0.943310
2940,0.933875
2941,0.963556
2942,0.947296
2943,0.886808
2944,0.935518
2945,0.980491
2946,0.958905
2947,0.961685
2948,0.969545
2949,0.985550
2950,0.959264
2951,0.967221
2952,0.942110
2953,0.794701
2954,0.902950
2955,0.930785
2956,0.893580
2957,0.971002
2958,0.973045
2959,0.957975
2960,0.942603
2961,0.812015
2962,0.908141
2963,0.915116
2964,0.907248
2965,0.954038
2966,0.952745
2967,0.935312
2968,0.932572
2969,0.963359
2970,0.950730
2971,0.968368
2972,0.241362
2973,0.912467
2974,0.958466
2975,0.931593
2976,0.932027
2977,0.988600
2978,0.948289
2979,0.970947
2980,0.934025
2981,0.955067
2982,0.935652
2983,0.419900
2984,0.957265
2985,0.624085
2986,0.907309
2987,0.908142
2988,0.956284
2989,0.935598
2990,0.981272
2991,0.953595
2992,0.941900
2993,0.962454
2994,0.946626
2995,0.944471
2996,0.947679
2997,0.941188
2998,0.975258
2999,0.935573
3000,0.936346
3001,0.343601
3002,0.817066
3003,0.937402
3004,0.937973
3005,0.895402
3006,0.966646
3007,0.880654
3008,0.640129
3009,0.934486
3010,0.931856
3011,0.828150
3012,0.952039
3013,0.952754
3014,0.983831
3015,0.952041
3016,0.384375
3017,0.954428
3018,0.928427
3019,0.922217
3020,0.899363
3021,0.592791
3022,0.962962
3023,0.957018
3024,0.872356
3025,0.932444
3026,0.933164
3027,0.986026
3028,0.941207
3029,0.964872
3030,0.358897
3031,0.957235
3032,0.966174
3033,0.915222
3034,0.958107
3035,0.959945
3036,0.835704
3037,0.963322
3038,0.943624
3039,0.947401
3040,0.917897
3041,0.912097
3042,0.986212
3043,0.949101
3044,0.932361
3045,0.956754
3046,0.942957
3047,0.956239
3048,0.956554
3049,0.887668
3050,0.894088
3051,0.962931
3052,0.940742
3053,0.922914
3054,0.972254
3055,0.909216
3056,0.930927
3057,0.960897
3058,0.835925
3059,0.933300
3060,0.950795
3061,0.943273
3062,0.946365
3063,0.921841
3064,0.953833
3065,0.887865
3066,0.946455
3067,0.668403
3068,0.963412
3069,0.956957
3070,0.951632
3071,0.894740
3072,0.902917
3073,0.913930
3074,0.949933
3075,0.848008
3076,0.947990
3077,0.950743
3078,0.971103
3079,0.966489
3080,0.815982
3081,0.953052
3082,0.956317
3083,0.943114
3084,0.948301
3085,0.943792
3086,0.938475
3087,0.926184
3088,0.960214
3089,0.959003
3090,0.935405
3091,0.958929
3092,0.954420
3093,0.948014
3094,0.928159
3095,0.936831
3096,0.923352
3097,0.980698
3098,0.945595
3099,0.845513
3100,0.934318
3101,0.951328
3102,0.953173
3103,0.768566
3104,0.942781
3105,0.947271
3106,0.929795
3107,0.557403
3108,0.946439
3109,0.917035
3110,0.957742
3111,0.955268
3112,0.824617
3113,0.945831
3114,0.773834
3115,0.938552
3116,0.939776
3117,0.942815
3118,0.921011
3119,0.957177
3120,0.674907
3121,0.946057
3122,0.669708
3123,0.904621
3124,0.951702
3125,0.929381
3126,0.736973
3127,0.960900
3128,0.939170
3129,0.964076
3130,0.919555
3131,0.941729
3132,0.937681
3133,0.928577
3134,0.975556
3135,0.984762
3136,0.951999
3137,0.934930
3138,0.927575
3139,0.927036
3140,0.940182
3141,0.952711
3142,0.936284
3143,0.932609
3144,0.929850
3145,0.955203
3146,0.937111
3147,0.901016
3148,0.963238
3149,0.949865
3150,0.945018
3151,0.765925
3152,0.825963
3153,0.964224
3154,0.948560
3155,0.958037
3156,0.965854
3157,0.966982
3158,0.957740
3159,0.973877
3160,0.956344
3161,0.949691
3162,0.961198
3163,0.960443
3164,0.946397
3165,0.937847
3166,0.941710
3167,0.964593
3168,0.926266
3169,0.867827
3170,0.955579
3171,0.954286
3172,0.919871
3173,0.916242
3174,0.951219
3175,0.940028
3176,0.919930
3177,0.949540
3178,0.948393
3179,0.951902
3180,0.906956
3181,0.984907
3182,0.974050
3183,0.976875
3184,0.984706
3185,0.898079
3186,0.946335
3187,0.975374
3188,0.964750
3189,0.944424
3190,0.958616
3191,0.906664
3192,0.958501
3193,0.970828
3194,0.955629
3195,0.933420
3196,0.898599
3197,0.899870
3198,0.955264
3199,0.941849
3200,0.961923
3201,0.352756
3202,0.935842
3203,0.935430
3204,0.938106
3205,0.946773
3206,0.947141
3207,0.935312
3208,0.950388
3209,0.944424
3210,0.897739
3211,0.960954
3212,0.944310
3213,0.948805
3214,0.907926
3215,0.768391
3216,0.951053
3217,0.969535
3218,0.930423
3219,0.777354
3220,0.974732
3221,0.935893
3222,0.544254
3223,0.888113
3224,0.961083
3225,0.944898
3226,0.750868
3227,0.947757
3228,0.954048
3229,0.946938
3230,0.961007
3231,0.947342
3232,0.973423
3233,0.925920
3234,0.929631
3235,0.944623
3236,0.952049
3237,0.981888
3238,0.968386
3239,0.944779
3240,0.973677
3241,0.470972
3242,0.916554
3243,0.926663
3244,0.910570
3245,0.938040
3246,0.950159
3247,0.970960
3248,0.933769
3249,0.914974
3250,0.430139
3251,0.927988
3252,0.949199
3253,0.933074
3254,0.937377
3255,0.957665
3256,0.594579
3257,0.985355
3258,0.955489
3259,0.952203
3260,0.926272
3261,0.935133
3262,0.935690
3263,0.902927
3264,0.968320
3265,0.938892
3266,0.977152
3267,0.968320
3268,0.942777
3269,0.963327
3270,0.940024
3271,0.963214
3272,0.963655
3273,0.953137
3274,0.935832
3275,0.964776
3276,0.937900
3277,0.911101
3278,0.936743
3279,0.958230
3280,0.950025
3281,0.965170
3282,0.963950
3283,0.929473
3284,0.960935
3285,0.958146
3286,0.951502
3287,0.963835
3288,0.537784
3289,0.951932
3290,0.938127
3291,0.964400
3292,0.905484
3293,0.946754
3294,0.911761
3295,0.928795
3296,0.956344
3297,0.960067
3298,0.774949
3299,0.932376
3300,0.961229
3301,0.926190
3302,0.673236
3303,0.964722
3304,0.959965
3305,0.606020
3306,0.955690
3307,0.948532
3308,0.910501
3309,0.961843
3310,0.948928
3311,0.957927
3312,0.961580
3313,0.936631
3314,0.943671
3315,0.963764
3316,0.949194
3317,0.951825
3318,0.968784
3319,0.964290
3320,0.961308
3321,0.959618
3322,0.922002
3323,0.965828
3324,0.873677
3325,0.926310
3326,0.960313
3327,0.966517
3328,0.921619
3329,0.758546
3330,0.950375
3331,0.769495
3332,0.929061
3333,0.911632
3334,0.920374
3335,0.938464
3336,0.924390
3337,0.955203
3338,0.940452
3339,0.981101
3340,0.949873
3341,0.876456
3342,0.375360
3343,0.970558
3344,0.934281
3345,0.923084
3346,0.963152
3347,0.962122
3348,0.930004
3349,0.805882
3350,0.519244
3351,0.959047
3352,0.729923
3353,0.957680
3354,0.943592
3355,0.951766
3356,0.959287
3357,0.916134
3358,0.872862
3359,0.951952
3360,0.910667
3361,0.938271
3362,0.954791
3363,0.948099
3364,0.905509
3365,0.970510
3366,0.940836
3367,0.932511
3368,0.954274
3369,0.945150
3370,0.907994
3371,0.947101
3372,0.950730
3373,0.922619
3374,0.934854
3375,0.936188
3376,0.917906
3377,0.939267
3378,0.921271
3379,0.948144
3380,0.921452
3381,0.976328
3382,0.963075
3383,0.923821
3384,0.943389
3385,0.938728
3386,0.863235
3387,0.920628
3388,0.826523
3389,0.930423
3390,0.313252
3391,0.952174
3392,0.948584
3393,0.948299
3394,0.956298
3395,0.931411
3396,0.699818
3397,0.938464
3398,0.973192
3399,0.952795
3400,0.969622
3401,0.956673
3402,0.889947
3403,0.937689
3404,0.933416
3405,0.975210
3406,0.971077
3407,0.911491
3408,0.955365
3409,0.932930
3410,0.939803
3411,0.945435
3412,0.949788
3413,0.949535
3414,0.920695
3415,0.964861
3416,0.963415
3417,0.953066
3418,0.954996
3419,0.911834
3420,0.942106
3421,0.760000
3422,0.940451
3423,0.945580
3424,0.951000
3425,0.732376
3426,0.972513
3427,0.941310
3428,0.961248
3429,0.958372
3430,0.965242
3431,0.452117
3432,0.970792
3433,0.963587
3434,0.954666
3435,0.943392
3436,0.961517
3437,0.396558
3438,0.906664
3439,0.938541
3440,0.950109
3441,0.943997
3442,0.974713
3443,0.324046
3444,0.834321
3445,0.940148
3446,0.946412
3447,0.958198
3448,0.775964
3449,0.930701
3450,0.940314
3451,0.977131
3452,0.868088
3453,0.976700
3454,0.921809
3455,0.921607
3456,0.944544
3457,0.957894
3458,0.850933
3459,0.958854
3460,0.902207
3461,0.975287
3462,0.932128
3463,0.960954
3464,0.969331
3465,0.952023
3466,0.961759
3467,0.863461
3468,0.927981
3469,0.902513
3470,0.967616
3471,0.957244
3472,0.467634
3473,0.966502
3474,0.969523
3475,0.230154
3476,0.954747
3477,0.923485
3478,0.937488
3479,0.984544
3480,0.444802
3481,0.959167
3482,0.902858
3483,0.757944
3484,0.866786
3485,0.974822
3486,0.986582
3487,0.945784
3488,0.876664
3489,0.954585
3490,0.978863
3491,0.985022
3492,0.948779
3493,0.955504
3494,0.966507
3495,0.977096
3496,0.932688
3497,0.545286
3498,0.931401
3499,0.911703
3500,0.953289
3501,0.655815
3502,0.931189
3503,0.920797
3504,0.949480
3505,0.906664
3506,0.934607
3507,0.929009
3508,0.950520
3509,0.968576
3510,0.935587
3511,0.899763
3512,0.905327
3513,0.888355
3514,0.903188
3515,0.703164
3516,0.930122
3517,0.964725
3518,0.939668
3519,0.948938
3520,0.950046
3521,0.980631
3522,0.939889
3523,0.887668
3524,0.857917
3525,0.962242
3526,0.946902
3527,0.953515
3528,0.953815
3529,0.941775
3530,0.935426
3531,0.990290
3532,0.786186
3533,0.955218
3534,0.939590
3535,0.959316
3536,0.967060
3537,0.967716
3538,0.975851
3539,0.681401
3540,0.872273
3541,0.957172
3542,0.962574
3543,0.951829
3544,0.922409
3545,0.927329
3546,0.951135
3547,0.969100
3548,0.959185
3549,0.720031
3550,0.915369
3551,0.873727
3552,0.960893
3553,0.934652
3554,0.886561
3555,0.947479
3556,0.950838
3557,0.951917
3558,0.961388
3559,0.910771
3560,0.872545
3561,0.941637
3562,0.962040
3563,0.952489
3564,0.843284
3565,0.968299
3566,0.945129
3567,0.743290
3568,0.945663
3569,0.944754
3570,0.937805
3571,0.917709
3572,0.458573
3573,0.975368
3574,0.960661
3575,0.958945
3576,0.931333
3577,0.939344
3578,0.925074
3579,0.919354
3580,0.944423
3581,0.937302
3582,0.588149
3583,0.968220
3584,0.803400
3585,0.509036
3586,0.745912
3587,0.950230
3588,0.963489
3589,0.907399
3590,0.933471
3591,0.938366
3592,0.941756
3593,0.952507
3594,0.947409
3595,0.967499
3596,0.893284
3597,0.960643
3598,0.969141
3599,0.992355
3600,0.920131
3601,0.931436
3602,0.920035
3603,0.968206
3604,0.955855
3605,0.960954
3606,0.958989
3607,0.959332
3608,0.973627
3609,0.906640
3610,0.932427
3611,0.945383
3612,0.987078
3613,0.940567
3614,0.970616
3615,0.230071
3616,0.965741
3617,0.953543
3618,0.979101
3619,0.942027
3620,0.981228
3621,0.910986
3622,0.949850
